ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D27076,30.3,89,171,0.32,2020,Nibung,Sedang
D27077,29.9,89,492,0.32,2053,Nibung,Sedang
D27078,30.5,89,741,0.29,1968,Nibung,Sedang
D27079,30.5,87,1416,0.32,1967,Nibung,Sedang
D27080,31.3,86,183,0.32,1997,Nibung,Sedang
D27081,30.9,89,423,0.24,1981,Nibung,Sedang
D27082,31.1,90,426,0.3,2017,Nibung,Sedang
D27083,30.5,90,1275,0.28,2038,Nibung,Sedang
D27084,30.6,87,450,0.27,1988,Nibung,Sedang
D27085,31.4,90,291,0.32,1964,Nibung,Sedang
D27086,30.9,89,84,0.33,1968,Nibung,Sedang
D27087,31.9,88,336,0.27,2018,Nibung,Tinggi
D27088,30.1,88,333,0.29,1998,Nibung,Sedang
D27089,31.3,87,408,0.3,2001,Nibung,Sedang
D27090,30.9,88,312,0.34,2025,Nibung,Sedang
D27091,32.3,88,291,0.29,2047,Nibung,Tinggi
D27092,32.4,86,18,0.26,1982,Nibung,Tinggi
D27093,30.4,88,0,0.32,2059,Nibung,Sedang
D27094,31.3,84,192,0.27,2034,Nibung,Sedang
D27095,33.5,84,42,0.27,1971,Nibung,Tinggi
D27096,31.9,83,87,0.25,2014,Nibung,Tinggi
D27097,31.8,83,120,0.31,2053,Nibung,Tinggi
D27098,31.9,84,114,0.33,2002,Nibung,Tinggi
D27099,32.5,83,57,0.25,1988,Nibung,Tinggi
D27100,30.5,87,234,0.26,1998,Nibung,Sedang
D27101,31.0,88,174,0.28,1990,Nibung,Sedang
D27102,31.3,89,708,0.33,2027,Nibung,Sedang
D27103,31.8,90,393,0.31,2029,Nibung,Tinggi
D27104,32.1,85,198,0.34,2015,Nibung,Tinggi
D27105,30.9,89,522,0.34,2026,Nibung,Sedang
D27106,31.0,89,288,0.29,2007,Nibung,Sedang
D27107,30.9,88,201,0.29,1983,Nibung,Sedang
D27108,31.5,88,342,0.3,1959,Nibung,Sedang
D27109,30.3,92,423,0.33,2073,Nibung,Sedang
D27110,31.8,86,0,0.33,2068,Nibung,Tinggi
D27111,30.8,86,27,0.24,1989,Nibung,Sedang
D27112,31.3,89,321,0.32,2010,Nibung,Sedang
D27113,30.7,89,114,0.29,2072,Nibung,Sedang
D27114,30.4,91,1326,0.31,2021,Nibung,Sedang
D27115,31.3,87,75,0.29,2039,Nibung,Sedang
D27116,30.3,87,12,0.33,2024,Nibung,Sedang
D27117,31.1,85,117,0.3,2054,Nibung,Sedang
D27118,31.0,89,285,0.31,2045,Nibung,Sedang
D27119,30.9,88,222,0.25,2060,Nibung,Sedang
D27120,31.7,86,219,0.24,2011,Nibung,Tinggi
D27121,31.1,89,237,0.28,1949,Nibung,Sedang
D27122,30.9,91,465,0.25,2045,Nibung,Sedang
D27123,31.5,85,69,0.29,2005,Nibung,Tinggi
D27124,32.0,90,204,0.27,2014,Nibung,Tinggi
D27125,31.5,88,450,0.27,2063,Nibung,Sedang
D27126,31.0,90,1296,0.3,2006,Nibung,Sedang
D27127,31.7,90,309,0.27,2055,Nibung,Tinggi
D27128,31.7,90,267,0.27,2013,Nibung,Tinggi
D27129,29.9,91,408,0.26,1990,Nibung,Sedang
D27130,31.5,88,381,0.24,2019,Nibung,Sedang
D27131,32.1,88,255,0.3,1983,Nibung,Tinggi
D27132,32.1,85,165,0.33,2069,Nibung,Tinggi
D27133,30.7,90,432,0.32,2017,Nibung,Sedang
D27134,32.5,91,465,0.34,1986,Nibung,Tinggi
D27135,31.4,93,522,0.24,2006,Nibung,Sedang
D27136,30.9,89,189,0.32,2041,Nibung,Sedang
D27137,32.5,89,210,0.31,2015,Nibung,Tinggi
D27138,31.8,89,600,0.28,2017,Nibung,Tinggi
D27139,32.0,90,570,0.31,2001,Nibung,Tinggi
D27140,30.1,91,423,0.26,1981,Nibung,Sedang
D27141,31.9,84,3,0.3,2026,Nibung,Tinggi
D27142,32.8,87,120,0.29,2048,Nibung,Tinggi
D27143,31.1,88,393,0.26,2062,Nibung,Sedang
D27144,31.3,88,123,0.33,2035,Nibung,Sedang
D27145,31.2,86,6,0.29,2031,Nibung,Sedang
D27146,32.6,85,15,0.25,2020,Nibung,Tinggi
D27147,32.5,88,324,0.3,2050,Nibung,Tinggi
D27148,31.0,88,186,0.26,2051,Nibung,Sedang
D27149,31.1,87,288,0.31,2049,Nibung,Sedang
D27150,30.3,91,462,0.3,1988,Nibung,Sedang
D27151,30.7,89,183,0.27,2000,Nibung,Sedang
D27152,32.1,88,294,0.26,2035,Nibung,Tinggi
D27153,31.6,88,78,0.29,2026,Nibung,Tinggi
D27154,31.5,86,27,0.29,2024,Nibung,Tinggi
D27155,31.9,88,363,0.34,2024,Nibung,Tinggi
D27156,32.9,86,246,0.25,2036,Nibung,Tinggi
D27157,31.8,89,357,0.28,2007,Nibung,Tinggi
D27158,31.5,84,57,0.34,1991,Nibung,Sedang
D27159,31.5,86,9,0.25,2025,Nibung,Sedang
D27160,33.3,81,3,0.26,2024,Nibung,Tinggi
D27161,32.2,81,6,0.3,2010,Nibung,Tinggi
D27162,32.7,81,54,0.27,1989,Nibung,Tinggi
D27163,32.3,86,117,0.27,2053,Nibung,Tinggi
D27164,30.7,90,282,0.29,1988,Nibung,Sedang
D27165,31.7,89,144,0.25,1996,Nibung,Tinggi
D27166,32.2,85,252,0.28,2009,Nibung,Tinggi
D27167,30.0,89,189,0.28,2010,Nibung,Sedang
D27168,30.0,88,534,0.3,2013,Nibung,Sedang
D27169,30.9,87,201,0.29,1973,Nibung,Sedang
D27170,31.1,89,441,0.33,2020,Nibung,Sedang
D27171,30.2,86,69,0.33,2016,Nibung,Sedang
D27172,31.0,85,15,0.26,2033,Nibung,Sedang
D27173,31.3,83,12,0.33,2015,Nibung,Sedang
D27174,31.1,83,6,0.25,2021,Nibung,Sedang
D27175,32.1,84,66,0.25,2024,Nibung,Tinggi
D27176,32.1,85,183,0.26,1989,Nibung,Tinggi
D27177,30.0,90,153,0.27,2046,Nibung,Sedang
D27178,30.5,87,99,0.28,2037,Nibung,Sedang
D27179,30.0,90,264,0.31,2047,Nibung,Sedang
D27180,32.0,86,129,0.33,2032,Nibung,Tinggi
D27181,30.3,89,258,0.3,2044,Nibung,Sedang
D27182,30.2,87,372,0.26,2009,Nibung,Sedang
D27183,30.0,86,3,0.28,1999,Nibung,Sedang
D27184,30.7,86,0,0.26,2012,Nibung,Sedang
D27185,31.0,84,111,0.29,2055,Nibung,Sedang
D27186,30.2,88,63,0.27,2014,Nibung,Sedang
D27187,30.4,88,240,0.29,2005,Nibung,Sedang
D27188,31.4,84,15,0.32,1998,Nibung,Sedang
D27189,31.3,84,57,0.3,2029,Nibung,Sedang
D27190,32.7,83,45,0.3,2080,Nibung,Tinggi
D27191,32.2,86,45,0.32,2012,Nibung,Tinggi
D27192,32.4,86,321,0.29,2007,Nibung,Tinggi
D27193,30.9,89,444,0.28,2029,Nibung,Sedang
D27194,30.5,93,669,0.29,2022,Nibung,Sedang
D27195,30.3,88,207,0.34,2023,Nibung,Sedang
D27196,29.7,92,666,0.28,2008,Nibung,Sedang
D27197,30.0,86,0,0.27,2053,Nibung,Sedang
D27198,31.3,85,0,0.28,2001,Nibung,Sedang
D27199,32.1,85,30,0.27,2033,Nibung,Tinggi
D27200,30.3,87,84,0.32,2037,Nibung,Sedang
D27201,31.1,83,6,0.31,2061,Nibung,Sedang
D27202,31.8,85,246,0.25,1973,Nibung,Tinggi
D27203,30.9,87,609,0.31,2023,Nibung,Sedang
D27204,32.7,83,0,0.24,2058,Nibung,Tinggi
D27205,31.6,85,18,0.29,2034,Nibung,Tinggi
D27206,32.7,86,135,0.24,2017,Nibung,Tinggi
D27207,32.0,87,105,0.32,2009,Nibung,Tinggi
D27208,31.4,83,18,0.32,2037,Nibung,Sedang
D27209,32.2,81,0,0.27,1990,Nibung,Tinggi
D27210,30.5,80,0,0.29,2057,Nibung,Sedang
D27211,30.3,78,0,0.29,2009,Nibung,Sedang
D27212,31.8,77,0,0.32,2012,Nibung,Tinggi
D27213,32.0,80,6,0.25,1990,Nibung,Tinggi
D27214,32.6,83,36,0.32,2027,Nibung,Tinggi
D27215,31.0,87,240,0.33,2049,Nibung,Sedang
D27216,31.0,88,159,0.28,2011,Nibung,Sedang
D27217,31.7,88,150,0.3,1969,Nibung,Tinggi
D27218,29.9,90,156,0.27,1961,Nibung,Sedang
D27219,31.7,87,51,0.26,2011,Nibung,Tinggi
D27220,32.6,86,81,0.25,2068,Nibung,Tinggi
D27221,32.9,86,57,0.28,2031,Nibung,Tinggi
D27222,32.3,87,486,0.32,1991,Nibung,Tinggi
D27223,30.1,88,426,0.27,2049,Nibung,Sedang
D27224,30.7,91,405,0.24,2011,Nibung,Sedang
D27225,31.3,86,102,0.27,1994,Nibung,Sedang
D27226,31.0,82,132,0.29,2019,Nibung,Sedang
D27227,32.4,81,3,0.25,2054,Nibung,Tinggi
D27228,31.7,83,93,0.3,2021,Nibung,Tinggi
D27229,31.2,90,426,0.34,1970,Nibung,Sedang
D27230,30.5,90,489,0.3,2010,Nibung,Sedang
D27231,30.5,87,48,0.27,2036,Nibung,Sedang
D27232,29.7,89,399,0.26,2024,Nibung,Sedang
D27233,29.5,83,39,0.33,2011,Nibung,Sedang
D27234,28.7,91,639,0.29,1994,Nibung,Sedang
D27235,29.7,90,156,0.3,2014,Nibung,Sedang
D27236,30.5,90,819,0.3,2015,Nibung,Sedang
D27237,29.4,89,576,0.29,2056,Nibung,Sedang
D27238,30.1,85,270,0.3,2007,Nibung,Sedang
D27239,30.8,88,198,0.29,2032,Nibung,Sedang
D27240,31.8,85,60,0.24,2076,Nibung,Tinggi
D27241,31.4,78,3,0.25,2016,Nibung,Sedang
D27242,30.2,81,0,0.32,1981,Nibung,Sedang
D27243,30.4,86,57,0.3,2078,Nibung,Sedang
D27244,30.6,90,393,0.3,1988,Nibung,Sedang
D27245,31.8,89,132,0.27,1946,Nibung,Tinggi
D27246,30.8,91,594,0.3,2019,Nibung,Sedang
D27247,30.2,90,360,0.24,2030,Nibung,Sedang
D27248,30.6,84,39,0.31,1976,Nibung,Sedang
D27249,31.4,85,192,0.28,1948,Nibung,Sedang
D27250,30.4,86,201,0.32,1998,Nibung,Sedang
D27251,29.7,90,201,0.3,2088,Nibung,Sedang
D27252,31.6,88,159,0.27,2046,Nibung,Tinggi
D27253,31.5,86,207,0.28,2003,Nibung,Tinggi
D27254,31.7,82,9,0.33,2008,Nibung,Tinggi
D27255,31.5,83,534,0.32,2006,Nibung,Tinggi
D27256,32.2,81,0,0.25,1998,Nibung,Tinggi
D27257,31.7,84,114,0.29,2018,Nibung,Tinggi
D27258,30.3,92,975,0.25,2037,Nibung,Sedang
D27259,30.8,88,6,0.31,2033,Nibung,Sedang
D27260,31.7,87,360,0.24,1977,Nibung,Tinggi
D27261,30.4,89,267,0.27,2030,Nibung,Sedang
D27262,32.2,86,162,0.31,2017,Nibung,Tinggi
D27263,31.1,88,387,0.32,2004,Nibung,Sedang
D27264,32.6,81,156,0.25,1987,Nibung,Tinggi
D27265,31.5,83,75,0.33,2024,Nibung,Tinggi
D27266,31.8,87,177,0.26,1948,Nibung,Tinggi
D27267,32.0,84,135,0.32,2014,Nibung,Tinggi
D27268,30.8,89,402,0.32,2006,Nibung,Sedang
D27269,30.6,90,516,0.29,2033,Nibung,Sedang
D27270,30.4,89,531,0.26,1982,Nibung,Sedang
D27271,30.3,92,387,0.24,2024,Nibung,Sedang
D27272,30.8,91,498,0.3,2073,Nibung,Sedang
D27273,30.7,90,579,0.29,2030,Nibung,Sedang
D27274,31.2,90,360,0.26,1991,Nibung,Sedang
D27275,32.1,88,15,0.31,2002,Nibung,Tinggi
D27276,30.5,86,9,0.24,2024,Nibung,Sedang
D27277,32.2,87,12,0.3,2034,Nibung,Tinggi
D27278,31.6,80,63,0.29,2038,Nibung,Tinggi
D27279,30.6,87,447,0.27,2040,Nibung,Sedang
D27280,31.7,88,156,0.28,2013,Nibung,Tinggi
D27281,32.0,85,123,0.32,2009,Nibung,Tinggi
D27282,32.4,87,351,0.29,2007,Nibung,Tinggi
D27283,32.5,84,99,0.29,1999,Nibung,Tinggi
D27284,33.3,81,84,0.27,1997,Nibung,Tinggi
D27285,31.9,85,144,0.24,2027,Nibung,Tinggi
D27286,31.7,84,240,0.32,2008,Nibung,Tinggi
D27287,33.0,77,105,0.26,1959,Nibung,Tinggi
D27288,31.4,88,390,0.33,2044,Nibung,Sedang
D27289,31.5,85,87,0.26,2017,Nibung,Sedang
D27290,32.3,83,9,0.26,1933,Nibung,Tinggi
D27291,31.8,81,9,0.28,1974,Nibung,Tinggi
D27292,31.6,89,714,0.25,2041,Nibung,Tinggi
D27293,30.5,89,1122,0.3,2017,Nibung,Sedang
D27294,31.7,86,150,0.26,1950,Nibung,Tinggi
D27295,30.8,87,690,0.33,1999,Nibung,Sedang
D27296,30.5,85,165,0.29,2038,Nibung,Sedang
D27297,31.1,87,564,0.3,2003,Nibung,Sedang
D27298,32.2,86,366,0.3,1983,Nibung,Tinggi
D27299,31.1,86,780,0.31,2016,Nibung,Sedang
D27300,31.8,86,540,0.26,2000,Nibung,Tinggi
D27301,32.4,87,324,0.29,1967,Nibung,Tinggi
D27302,31.5,84,273,0.29,2062,Nibung,Tinggi
D27303,31.4,87,150,0.25,2045,Nibung,Sedang
D27304,32.6,86,3,0.26,1975,Nibung,Tinggi
D27305,31.2,88,657,0.27,2001,Nibung,Sedang
D27306,30.9,88,690,0.25,2060,Nibung,Sedang
D27307,31.1,91,246,0.34,1993,Nibung,Sedang
D27308,31.9,88,1227,0.26,2003,Nibung,Tinggi
D27309,29.2,90,963,0.31,2033,Nibung,Sedang
D27310,31.9,85,639,0.27,2001,Nibung,Tinggi
D27311,29.7,91,1602,0.25,2001,Nibung,Sedang
D27312,31.5,87,147,0.33,2036,Nibung,Tinggi
D27313,30.8,88,840,0.31,2012,Nibung,Sedang
D27314,30.4,85,105,0.24,2011,Nibung,Sedang
D27315,32.4,86,525,0.34,1981,Nibung,Tinggi
D27316,29.6,93,687,0.33,2024,Nibung,Sedang
D27317,31.0,86,0,0.31,1984,Nibung,Sedang
D27318,32.6,79,0,0.33,2010,Nibung,Tinggi
D27319,31.6,86,36,0.26,2039,Nibung,Tinggi
D27320,32.0,88,462,0.3,2040,Nibung,Tinggi
D27321,30.8,84,45,0.31,1976,Nibung,Sedang
D27322,33.0,82,0,0.33,1923,Nibung,Tinggi
D27323,31.7,82,84,0.33,1981,Nibung,Tinggi
D27324,30.4,88,267,0.32,2002,Nibung,Sedang
D27325,30.1,87,51,0.3,1987,Nibung,Sedang
D27326,30.5,84,51,0.31,1994,Nibung,Sedang
D27327,32.3,88,531,0.26,2027,Nibung,Tinggi
D27328,32.1,82,180,0.32,1965,Nibung,Tinggi
D27329,32.8,81,3,0.24,2002,Nibung,Tinggi
D27330,30.6,87,30,0.24,2065,Nibung,Sedang
D27331,31.8,82,33,0.29,2036,Nibung,Tinggi
D27332,32.6,81,21,0.3,1970,Nibung,Tinggi
D27333,31.4,85,447,0.31,2014,Nibung,Sedang
D27334,32.6,78,0,0.26,2007,Nibung,Tinggi
D27335,31.7,75,0,0.32,2052,Nibung,Tinggi
D27336,32.2,65,0,0.29,2048,Nibung,Tinggi
D27337,33.3,69,3,0.32,2049,Nibung,Tinggi
D27338,34.1,71,57,0.29,1982,Nibung,Tinggi
D27339,31.7,79,144,0.33,2004,Nibung,Tinggi
D27340,31.1,82,513,0.29,2007,Nibung,Sedang
D27341,30.2,89,363,0.29,2012,Nibung,Sedang
D27342,31.7,86,42,0.24,2052,Nibung,Tinggi
D27343,31.8,87,291,0.25,2024,Nibung,Tinggi
D27344,31.4,88,621,0.33,1993,Nibung,Sedang
D27345,30.2,89,708,0.26,2052,Nibung,Sedang
D27346,29.6,90,543,0.3,1999,Nibung,Sedang
D27347,29.8,87,876,0.33,2040,Nibung,Sedang
D27348,29.8,89,513,0.28,2021,Nibung,Sedang
D27349,31.1,87,765,0.29,2052,Nibung,Sedang
D27350,31.6,88,798,0.28,2012,Nibung,Tinggi
D27351,31.0,88,537,0.24,1986,Nibung,Sedang
D27352,30.3,90,1146,0.3,2025,Nibung,Sedang
D27353,31.0,90,1005,0.3,2065,Nibung,Sedang
D27354,31.7,86,144,0.28,1974,Nibung,Tinggi
D27355,31.4,87,54,0.28,1990,Nibung,Sedang
D27356,32.3,84,375,0.25,1982,Nibung,Tinggi
D27357,31.3,86,90,0.31,2005,Nibung,Sedang
D27358,31.3,84,360,0.32,1976,Nibung,Sedang
D27359,31.0,87,60,0.28,1989,Nibung,Sedang
D27360,30.0,87,927,0.33,1988,Nibung,Sedang
D27361,29.6,91,339,0.26,2086,Nibung,Sedang
D27362,29.8,87,204,0.28,2038,Nibung,Sedang
D27363,29.6,88,168,0.32,2033,Nibung,Sedang
D27364,30.1,88,180,0.33,1996,Nibung,Sedang
D27365,31.6,81,30,0.28,2016,Nibung,Tinggi
D27366,32.6,84,768,0.3,2012,Nibung,Tinggi
D27367,29.9,89,921,0.33,2019,Nibung,Sedang
D27368,31.4,87,651,0.27,2103,Nibung,Sedang
D27369,29.6,88,525,0.31,2119,Nibung,Sedang
D27370,31.7,84,21,0.29,2129,Nibung,Tinggi
D27371,31.6,87,342,0.29,2142,Nibung,Tinggi
D27372,29.9,87,444,0.26,2067,Nibung,Sedang
D27373,30.3,86,528,0.23,2121,Nibung,Sedang
D27374,30.3,84,60,0.31,2141,Nibung,Sedang
D27375,30.1,86,375,0.25,2089,Nibung,Sedang
D27376,30.0,87,495,0.26,2106,Nibung,Sedang
D27377,30.4,92,1737,0.27,2119,Nibung,Sedang
D27378,31.0,88,573,0.29,2140,Nibung,Sedang
D27379,32.2,83,30,0.27,2097,Nibung,Tinggi
D27380,31.7,82,18,0.26,2061,Nibung,Tinggi
D27381,30.6,80,24,0.3,2104,Nibung,Sedang
D27382,32.0,82,21,0.28,2084,Nibung,Tinggi
D27383,30.9,85,216,0.28,2105,Nibung,Sedang
D27384,31.3,87,111,0.26,2051,Nibung,Sedang
D27385,30.2,91,540,0.24,2095,Nibung,Sedang
D27386,30.4,85,189,0.26,2091,Nibung,Sedang
D27387,29.7,85,117,0.32,2082,Nibung,Sedang
D27388,30.1,88,549,0.28,2075,Nibung,Sedang
D27389,30.6,89,942,0.24,2092,Nibung,Sedang
D27390,31.4,86,99,0.24,2141,Nibung,Sedang
D27391,32.2,85,210,0.29,2143,Nibung,Tinggi
D27392,31.6,86,747,0.32,2074,Nibung,Tinggi
D27393,31.2,83,18,0.24,2127,Nibung,Sedang
D27394,31.4,84,114,0.3,2090,Nibung,Sedang
D27395,30.8,85,114,0.28,2136,Nibung,Sedang
D27396,32.2,84,30,0.31,2103,Nibung,Tinggi
D27397,31.3,88,60,0.3,2102,Nibung,Sedang
D27398,29.7,85,126,0.28,2058,Nibung,Sedang
D27399,31.3,88,717,0.26,2120,Nibung,Sedang
D27400,31.2,87,564,0.31,2110,Nibung,Sedang
D27401,30.5,86,585,0.24,2118,Nibung,Sedang
D27402,29.3,88,750,0.25,2110,Nibung,Sedang
D27403,30.3,89,561,0.27,2065,Nibung,Sedang
D27404,31.3,84,276,0.23,2138,Nibung,Sedang
D27405,31.9,79,9,0.28,2132,Nibung,Tinggi
D27406,31.5,85,90,0.27,2112,Nibung,Tinggi
D27407,29.8,85,75,0.29,2124,Nibung,Sedang
D27408,29.9,84,141,0.24,2055,Nibung,Sedang
D27409,30.6,80,0,0.24,2032,Nibung,Sedang
D27410,32.4,79,3,0.31,2077,Nibung,Tinggi
D27411,33.1,78,6,0.25,2067,Nibung,Tinggi
D27412,32.1,83,54,0.25,2098,Nibung,Tinggi
D27413,31.3,87,372,0.3,2098,Nibung,Sedang
D27414,31.9,86,297,0.28,2134,Nibung,Tinggi
D27415,31.4,82,0,0.24,2130,Nibung,Sedang
D27416,31.9,85,456,0.29,2087,Nibung,Tinggi
D27417,30.9,87,210,0.3,2080,Nibung,Sedang
D27418,32.1,86,270,0.25,2088,Nibung,Tinggi
D27419,31.1,85,420,0.24,2098,Nibung,Sedang
D27420,30.5,85,117,0.28,2067,Nibung,Sedang
D27421,31.5,85,438,0.31,2113,Nibung,Sedang
D27422,31.1,82,3,0.26,2100,Nibung,Sedang
D27423,31.5,78,0,0.28,2081,Nibung,Tinggi
D27424,31.7,84,45,0.31,2100,Nibung,Tinggi
D27425,32.0,82,18,0.27,2071,Nibung,Tinggi
D27426,32.1,84,384,0.24,2053,Nibung,Tinggi
D27427,30.9,84,87,0.28,2090,Nibung,Sedang
D27428,32.4,81,270,0.23,2116,Nibung,Tinggi
D27429,31.9,85,636,0.3,2062,Nibung,Tinggi
D27430,32.2,83,198,0.26,2109,Nibung,Tinggi
D27431,31.8,85,336,0.32,2055,Nibung,Tinggi
D27432,30.6,87,324,0.3,2131,Nibung,Sedang
D27433,31.0,88,954,0.25,2068,Nibung,Sedang
D27434,30.8,87,228,0.28,2118,Nibung,Sedang
D27435,30.6,87,345,0.23,2129,Nibung,Sedang
D27436,30.8,89,588,0.24,2012,Nibung,Sedang
D27437,31.8,88,369,0.29,2113,Nibung,Tinggi
D27438,30.8,88,174,0.29,2105,Nibung,Sedang
D27439,30.9,88,480,0.29,2085,Nibung,Sedang
D27440,30.8,89,966,0.24,2074,Nibung,Sedang
D27441,30.5,90,1122,0.26,2128,Nibung,Sedang
D27442,31.7,87,279,0.31,2080,Nibung,Tinggi
D27443,30.3,91,471,0.29,2062,Nibung,Sedang
D27444,31.3,91,732,0.3,2101,Nibung,Sedang
D27445,31.2,86,36,0.31,2087,Nibung,Sedang
D27446,32.4,81,351,0.3,2085,Nibung,Tinggi
D27447,32.2,79,0,0.29,2129,Nibung,Tinggi
D27448,32.8,83,102,0.27,2078,Nibung,Tinggi
D27449,32.8,78,0,0.24,2083,Nibung,Tinggi
D27450,32.7,74,0,0.31,2099,Nibung,Tinggi
D27451,33.1,80,15,0.23,2107,Nibung,Tinggi
D27452,33.1,83,105,0.26,2096,Nibung,Tinggi
D27453,33.8,80,12,0.31,2141,Nibung,Tinggi
D27454,33.3,79,12,0.3,2135,Nibung,Tinggi
D27455,33.5,75,0,0.23,2096,Nibung,Tinggi
D27456,32.3,78,75,0.31,2073,Nibung,Tinggi
D27457,31.7,83,198,0.26,2094,Nibung,Tinggi
D27458,31.8,82,6,0.28,2132,Nibung,Tinggi
D27459,33.2,81,39,0.27,2059,Nibung,Tinggi
D27460,32.4,80,12,0.25,2086,Nibung,Tinggi
D27461,33.2,76,9,0.31,2067,Nibung,Tinggi
D27462,30.0,89,627,0.31,2033,Nibung,Sedang
D27463,30.6,86,303,0.32,2096,Nibung,Sedang
D27464,30.5,87,231,0.32,2094,Nibung,Sedang
D27465,30.8,83,0,0.27,2118,Nibung,Sedang
D27466,30.8,86,102,0.3,2076,Nibung,Sedang
D27467,31.1,87,261,0.32,2077,Nibung,Sedang
D27468,31.7,87,342,0.3,2138,Nibung,Tinggi
D27469,31.7,86,345,0.26,2074,Nibung,Tinggi
D27470,30.3,88,141,0.3,2075,Nibung,Sedang
D27471,32.2,87,222,0.27,2061,Nibung,Tinggi
D27472,31.8,90,423,0.25,2064,Nibung,Tinggi
D27473,32.2,85,258,0.25,2039,Nibung,Tinggi
D27474,30.7,88,135,0.31,2125,Nibung,Sedang
D27475,30.0,90,594,0.32,2085,Nibung,Sedang
D27476,31.2,85,270,0.31,2093,Nibung,Sedang
D27477,31.5,89,165,0.27,2097,Nibung,Tinggi
D27478,31.9,88,252,0.25,2009,Nibung,Tinggi
D27479,31.8,92,504,0.28,2108,Nibung,Tinggi
D27480,31.3,90,684,0.32,2111,Nibung,Sedang
D27481,31.3,88,1023,0.3,2025,Nibung,Sedang
D27482,31.5,90,165,0.3,2033,Nibung,Tinggi
D27483,31.5,85,0,0.26,2050,Nibung,Sedang
D27484,32.3,90,165,0.23,2093,Nibung,Tinggi
D27485,32.0,86,600,0.32,2109,Nibung,Tinggi
D27486,32.9,87,576,0.3,2106,Nibung,Tinggi
D27487,31.7,87,183,0.27,2061,Nibung,Tinggi
D27488,32.6,86,72,0.29,2131,Nibung,Tinggi
D27489,31.8,86,120,0.32,2106,Nibung,Tinggi
D27490,32.4,85,6,0.23,2114,Nibung,Tinggi
D27491,32.0,89,312,0.32,2133,Nibung,Tinggi
D27492,32.3,86,342,0.27,2070,Nibung,Tinggi
D27493,32.3,88,165,0.25,2024,Nibung,Tinggi
D27494,32.4,90,582,0.24,2091,Nibung,Tinggi
D27495,31.4,90,57,0.27,2111,Nibung,Sedang
D27496,31.9,90,120,0.25,2061,Nibung,Tinggi
D27497,31.8,86,192,0.32,2136,Nibung,Tinggi
D27498,32.2,86,9,0.26,2050,Nibung,Tinggi
D27499,32.2,87,267,0.31,2041,Nibung,Tinggi
D27500,33.2,86,0,0.3,2089,Nibung,Tinggi
D27501,32.6,85,21,0.23,2131,Nibung,Tinggi
D27502,32.5,89,171,0.28,2097,Nibung,Tinggi
D27503,30.6,89,846,0.23,2113,Nibung,Sedang
D27504,31.1,85,0,0.31,2101,Nibung,Sedang
D27505,32.4,87,264,0.24,2082,Nibung,Tinggi
D27506,32.6,86,57,0.3,2100,Nibung,Tinggi
D27507,31.9,83,3,0.26,2082,Nibung,Tinggi
D27508,32.1,87,102,0.23,2098,Nibung,Tinggi
D27509,31.3,82,15,0.31,2032,Nibung,Sedang
D27510,31.8,86,492,0.3,2150,Nibung,Tinggi
D27511,31.4,89,375,0.31,2079,Nibung,Sedang
D27512,29.4,91,291,0.32,2094,Nibung,Sedang
D27513,31.7,85,3,0.28,2058,Nibung,Tinggi
D27514,32.0,86,600,0.28,2157,Nibung,Tinggi
D27515,31.6,84,237,0.23,2084,Nibung,Tinggi
D27516,32.4,83,138,0.23,2105,Nibung,Tinggi
D27517,31.3,81,9,0.3,2109,Nibung,Sedang
D27518,32.9,84,45,0.28,2042,Nibung,Tinggi
D27519,31.5,87,165,0.26,2076,Nibung,Sedang
D27520,31.1,88,45,0.27,2066,Nibung,Sedang
D27521,30.6,86,27,0.29,2156,Nibung,Sedang
D27522,31.7,88,393,0.31,2093,Nibung,Tinggi
D27523,31.9,87,168,0.27,2092,Nibung,Tinggi
D27524,29.8,91,213,0.23,2063,Nibung,Sedang
D27525,31.0,84,279,0.25,2173,Nibung,Sedang
D27526,29.6,91,195,0.3,2073,Nibung,Sedang
D27527,29.7,92,489,0.32,2142,Nibung,Sedang
D27528,32.1,87,132,0.32,2086,Nibung,Tinggi
D27529,30.6,88,81,0.28,2116,Nibung,Sedang
D27530,31.0,89,753,0.3,2074,Nibung,Sedang
D27531,31.5,86,165,0.23,2074,Nibung,Tinggi
D27532,31.8,85,69,0.24,2095,Nibung,Tinggi
D27533,30.7,89,168,0.23,2108,Nibung,Sedang
D27534,30.2,90,153,0.3,2106,Nibung,Sedang
D27535,31.3,89,129,0.29,2083,Nibung,Sedang
D27536,29.6,90,129,0.27,2129,Nibung,Sedang
D27537,31.1,89,213,0.25,2110,Nibung,Sedang
D27538,30.5,87,309,0.23,2104,Nibung,Sedang
D27539,30.2,89,288,0.3,2098,Nibung,Sedang
D27540,31.0,89,657,0.23,2085,Nibung,Sedang
D27541,29.8,90,1305,0.27,2069,Nibung,Sedang
D27542,31.2,91,471,0.3,2155,Nibung,Sedang
D27543,30.2,88,420,0.26,2074,Nibung,Sedang
D27544,29.7,91,42,0.25,2050,Nibung,Sedang
D27545,32.1,86,12,0.24,2094,Nibung,Tinggi
D27546,30.6,87,915,0.31,2100,Nibung,Sedang
D27547,30.0,89,18,0.28,2065,Nibung,Sedang
D27548,30.2,88,63,0.25,2059,Nibung,Sedang
